,BTCUSDT,ETHUSDT,APTUSDT,SOLUSDT,DOGEUSDT,XRPUSDT,GALAUSDT,ETCUSDT,BNBUSDT,GMTUSDT,LTCUSDT,MATICUSDT
5182,0.017776536852616376,-0.15605083530222208,,0.12749804992974412,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5183,0.017776536852616376,-0.15605083530222208,,0.1207535622514041,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5184,0.017776536852616376,-0.15605083530222208,,0.1241032144029115,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5185,0.017776536852616376,-0.15605083530222208,,0.1049718803801607,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5186,0.017776536852616376,-0.15605083530222208,,0.10015199199862845,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5187,0.017776536852616376,-0.15605083530222208,,0.08803384001680548,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09382528750985109,-0.24290459806811493
5188,0.017776536852616376,-0.15605083530222208,,0.0910271051702104,0.09579905105330022,0.16975768260165647,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09415038503910989,-0.24290459806811493
5189,0.017776536852616376,-0.15605083530222208,,0.08752447819998277,0.09271625598577238,0.16895959800468918,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09756279972874271,-0.24290459806811493
5190,0.017776536852616376,-0.15605083530222208,,0.08627790627278265,0.09271625598577238,0.17268696754675528,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09885834628744705,-0.24290459806811493
5191,0.017776536852616376,-0.15605083530222208,,0.08926595408154747,0.09372898746725389,0.16525991184383748,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.0946532678465608,-0.24290459806811493
5192,0.017776536852616376,-0.15605083530222208,,0.08801720283279613,0.09343934228260509,0.16178583381070022,-0.009621562349179769,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09562776841501952,-0.24290459806811493
5193,0.017776536852616376,-0.15314819154290604,,0.0832778663399052,0.08808245796235037,0.1633948442692682,-0.015289173617724527,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.10213077605605347,-0.24290459806811493
5194,0.017776536852616376,-0.14900840142063787,,0.07781609871329143,0.08577831049691265,0.16500126997207942,-0.022582394237648185,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09443972712789117,-0.24290459806811493
5195,0.017776536852616376,-0.12236051072073373,,0.06596424686143965,0.07845072429001598,0.17355513257566135,-0.022582394237648185,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.08680737896290247,-0.24290459806811493
5196,0.03408483420652564,-0.1414468193586017,,0.08670607214206416,0.09884724404468725,0.17355513257566135,-0.022582394237648185,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.10389037654549704,-0.24290459806811493
5197,0.032707262123002234,-0.1386977520778575,,0.09019473399105493,0.09710001049780326,0.17140978529757067,-0.028937972093476816,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.10421829915576108,-0.2427951409752953
5198,0.0274649346684821,-0.13380809571863395,,0.08044229588152763,0.09724535933501255,0.17114104033653876,-0.03558580323856564,-0.5994360340556776,-0.04881769520570978,0.16658095933717876,0.09864178611656149,-0.24542239877496708
5199,0.03544714844848562,-0.14785060116615756,,0.09034818988846194,0.10073423853257035,0.17758918649451827,-0.025514810998182647,-0.5994360340556776,-0.04881769520570978,0.15742147657855798,0.10630774599260129,-0.22893588277977106
5200,0.03345838474581664,-0.14622151722640986,,0.09359981570136833,0.09737902336116278,0.17785960293583802,-0.026515478109590207,-0.5994360340556776,-0.04881769520570978,0.1603578550451159,0.1026917039150207,-0.22915790764655608
5201,0.04239222999094361,-0.15168681497750558,,0.09686204907652518,0.10014145430038923,0.1832693946588565,-0.021683755350509926,-0.5994360340556776,-0.04881769520570978,0.15558665573910846,0.10662226401983566,-0.22593926169761047
5202,0.04326430645320534,-0.15043022388667626,,0.10013495944913331,0.09984986660538986,0.1832693946588565,-0.0161588934720569,-0.5994360340556776,-0.04881769520570978,0.15754786733204817,0.10662226401983566,-0.22749810815123472
5203,0.0378474497213902,-0.14147098482151155,,0.09230469928242468,0.09460281807019089,0.1781021387437084,-0.02087269818586157,-0.5994360340556776,-0.04881769520570978,0.1595052401028182,0.10086757806126945,-0.2321673688516238
5204,0.035797080436794526,-0.14048898225045026,,0.0827808897586152,0.08735328928956154,0.1740436971852669,-0.024726585585325367,-0.5994360340556776,-0.04881769520570978,0.1646061734650931,0.09808843795991262,-0.23803214698596042
5205,0.0302637038580843,-0.15204630119075135,,0.08402220058284571,0.08850486550951275,0.1673069685406966,-0.028398760514385613,-0.5994360340556776,-0.04881769520570978,0.16762960505995317,0.08961109854028437,-0.24221256502776456
5206,0.02445770475864195,-0.16209347461344525,,0.08849647351349454,0.08317268508005593,0.1624889813886622,-0.03954128504457022,-0.5994360340556776,-0.04881769520570978,0.17182811943179088,0.08265991845622367,-0.2551398218200521
5207,0.021565005810258664,-0.17496773483909478,,0.09196096250136887,0.08259929058464321,0.16062430371151792,-0.04529786399193858,-0.5994360340556776,-0.04881769520570978,0.17686671291378053,0.08009128785741171,-0.2583844681536017
5208,0.02349649378567298,-0.17572185226266113,,0.0880152165087672,0.09119527912332526,0.1654102648920549,-0.040882491955961386,-0.5994360340556776,-0.04881769520570978,0.18508004624711394,0.08825782108399305,-0.24620249316438225
5209,0.02513068449572886,-0.1732598748576314,,0.08380625389425866,0.06966348721581084,0.1670132571442592,-0.030205750825869404,-0.5994360340556776,-0.04881769520570978,0.18306988966649607,0.09132530574656972,-0.24783951160812334
5210,0.023420590634405825,-0.17670246377676235,,0.08977343440146901,0.0763122352706983,0.16326693656625546,-0.039669473223345686,-0.5994360340556776,-0.04881769520570978,0.18190377072236374,0.08760060939029457,-0.2559022703790974
5211,0.027419764998408147,-0.17367970110960518,,0.09076206514788521,0.07930283623908341,0.16619948788590355,-0.03654447322334564,-0.5994360340556776,-0.04881769520570978,0.17691544552601468,0.09227953807696765,-0.26595415105354614
5212,0.025740275494138154,-0.17253264109934519,,0.09002132440714439,0.07887432602625666,0.16566472852761482,-0.043804001354017186,-0.5994360340556776,-0.04881769520570978,0.1736087788593481,0.09357634469068132,-0.2601756598817966
5213,0.026261811482276576,-0.1672812676632156,,0.08779745487415713,0.08015930603767885,0.1651302549840551,-0.05117500872502456,-0.6055746428096431,-0.04881769520570978,0.1766919172816318,0.09357634469068132,-0.2595298736370435
5214,0.02668012047893864,-0.1668519785427942,,0.08854039692467697,0.08273257265669243,0.1651302549840551,-0.049061187586813215,-0.6053929803385145,-0.04881769520570978,0.17253280455901254,0.09357634469068132,-0.26782281924824436
5215,0.02592080920877482,-0.1656157913387828,,0.08878786042381082,0.08158594803292873,0.16406187891567903,-0.048735295457108196,-0.6053929803385145,-0.04881769520570978,0.17338242223106015,0.09357634469068132,-0.2638706722711027
5216,0.028265990593897672,-0.1584742208905896,,0.08680766240400883,0.08573770179098172,0.1656627327043665,-0.046942304422063375,-0.6053929803385145,-0.04881769520570978,0.16828904362325026,0.09357634469068132,-0.2565784470700303
5217,0.02739312253093018,-0.16045242552356842,,0.0885369114158665,0.08573770179098172,0.1656627327043665,-0.0446562168975696,-0.6053929803385145,-0.04881769520570978,0.16946225181437646,0.09357634469068132,-0.25636239435316743
5218,0.026913895511160857,-0.15782392085067132,,0.0885369114158665,0.08573770179098172,0.1656627327043665,-0.04711120871426344,-0.6053929803385145,-0.04881769520570978,0.16999490335373957,0.09357634469068132,-0.2594958357362036
5219,0.028005664522182228,-0.16050379268288795,,0.0885369114158665,0.08573770179098172,0.16592996947614624,-0.03960100463263072,-0.6053929803385145,-0.04881769520570978,0.16743953708457426,0.09357634469068132,-0.2594958357362036
5220,0.02733606312941128,-0.16063814632503992,,0.0885369114158665,0.08573770179098172,0.16619727768250814,-0.04206851573643067,-0.6053929803385145,-0.04881769520570978,0.16690580523145737,0.09357634469068132,-0.2594958357362036
5221,0.026563298964946247,-0.16123989783087922,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.04797596568720186,-0.6053929803385145,-0.04881769520570978,0.16690580523145737,0.09357634469068132,-0.2594958357362036
5222,0.02516994650716753,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.05042294774266676,-0.6053929803385145,-0.04881769520570978,0.16872146260623033,0.09357634469068132,-0.2594958357362036
5223,0.026143505338552253,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.04293718696154403,-0.6053929803385145,-0.04881769520570978,0.16712231548469525,0.09357634469068132,-0.2594958357362036
5224,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03588685084086851,-0.6053929803385145,-0.04881769520570978,0.16349177624283728,0.09357634469068132,-0.2594958357362036
5225,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5226,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5227,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5228,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5229,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5230,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5231,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5232,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5233,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5234,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5235,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5236,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5237,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5238,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5239,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5240,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5241,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5242,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5243,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5244,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5245,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5246,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5247,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04881769520570978,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5248,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.05114378148800358,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5249,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.051050953961547685,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5250,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04848248730519622,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5251,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.049289139079830124,0.16091970465351135,0.09357634469068132,-0.2594958357362036
5252,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.050436141373834675,0.16091970465351135,0.0986161756124827,-0.2594958357362036
5253,0.028070960580195647,-0.15810072184995982,,0.0885369114158665,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.05124121955931227,0.16091970465351135,0.09942497535366679,-0.2594958357362036
5254,0.028070960580195647,-0.15810072184995982,,0.09945924151295393,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.05483021742447736,0.16091970465351135,0.0884341882193529,-0.2594958357362036
5255,0.030963149088910957,-0.15810072184995982,,0.10338562188105205,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.04989757877108769,0.16091970465351135,0.08630965806736735,-0.2594958357362036
5256,0.027341743517384942,-0.15810072184995982,,0.09796556768051001,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.06216637698653538,0.16091970465351135,0.08843871145747528,-0.2594958357362036
5257,0.027341743517384942,-0.15810072184995982,,0.09747549171873593,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.06078909299057522,0.16091970465351135,0.08337252417197116,-0.2594958357362036
5258,0.023972781907176555,-0.15810072184995982,,0.08229057866460887,0.08573770179098172,0.1656625183242194,-0.03407047039172706,-0.6053929803385145,-0.06511053469708505,0.16091970465351135,0.088793023514941,-0.2594958357362036
5259,0.023783860434104187,-0.15810072184995982,,0.07119287058258239,0.0863101116364311,0.1656625183242194,-0.03472013743736613,-0.6053929803385145,-0.05888513874359236,0.16091970465351135,0.09059011549337592,-0.2594958357362036
5260,0.022259895549689435,-0.15810072184995982,,0.07023844443130578,0.08487826742108173,0.1656625183242194,-0.03747942976004104,-0.6053929803385145,-0.05759541050775652,0.16091970465351135,0.09173166800479149,-0.2594958357362036
5261,0.018552223025043113,-0.15810072184995982,,0.05998814645752737,0.08044589681770731,0.1656625183242194,-0.04006926465806637,-0.6053929803385145,-0.0647903187265555,0.16933649561877884,0.095152420570356,-0.2594958357362036
5262,0.005766366897953179,-0.1524707448341961,,0.05479701856701302,0.07432490037642614,0.1656625183242194,-0.042975302759454714,-0.6053929803385145,-0.06906421438244603,0.17715477348460018,0.10018488810282355,-0.2682563808367877
5263,0.002355153323937542,-0.152793954770593,,0.05315382607875008,0.07630565872390771,0.16222336488506595,-0.04217040900543023,-0.6053929803385145,-0.0676051147684994,0.1802997572355174,0.10196166083743852,-0.26589763740374384
5264,-0.011243313696838508,-0.12924396227610657,,0.055263036296701706,0.06737455580357898,0.14682649735121922,-0.05151469771172956,-0.6053929803385145,-0.07533746582941447,0.18866008746856155,0.11905292172102433,-0.27513998023018127
5265,-0.009958094546243967,-0.131861216978986,,0.04941645070268863,0.07271388417227354,0.1507480659786702,-0.05406856842202501,-0.5940431627462972,-0.07147074680092769,0.18461821784476629,0.10922413288145538,-0.28025125698452036
5266,-0.008638011854271488,-0.12953117699504746,,0.056238374955805526,0.07002988925773768,0.1489107956374629,-0.052158044620082555,-0.5918906412210819,-0.06786195225960856,0.18451415957213368,0.10828221765382584,-0.283323616344622
5267,-0.012894463038096937,-0.12029474811329288,,0.06978977682496446,0.06735307888861974,0.14786285222640716,-0.06428119025734536,-0.597001067517949,-0.07324909616026598,0.1812886887574422,0.10828221765382584,-0.2819505702947699
5268,-0.0111312180049844,-0.11014212330197759,,0.06656248314123925,0.06847714801887117,0.14681600585111276,-0.06365077260565088,-0.5909201763352412,-0.07712400912608819,0.18014784660851035,0.10718435065257115,-0.2826909193164516
5269,-0.01240415787412441,-0.11380040341222408,,0.07118783004225693,0.053707138172197966,0.1444630646746421,-0.059550472968369794,-0.5988120043088152,-0.06816770503393166,0.18491320452832805,0.10859434595258677,-0.2802601435819345
5270,-0.012039739969610164,-0.10996204762830508,,0.07629935420582568,0.06257877665292988,0.14602800990155929,-0.05036599157486232,-0.5988120043088152,-0.061534306786609316,0.19022183365292467,0.11110454363065403,-0.27199655633752307
5271,-0.0057263837413848995,-0.09951784853610834,,0.08377249759676453,0.07908227315642635,0.15543239861629277,-0.03917852154129997,-0.5839913911320375,-0.056939563173302954,0.20173292616024996,0.12164244863222684,-0.25842962972711814
5272,-0.0035543648477387446,-0.09546625410127485,,0.09200779171441165,0.08434393413481078,0.15543239861629277,-0.0314203188582548,-0.5802304991120147,-0.054231537570151755,0.20766136147678615,0.12339097827775214,-0.2545309942495353
5273,-0.004511130728381163,-0.09685811342164008,,0.0891608166254435,0.08048403420629036,0.15358640705511128,-0.0364700012169451,-0.5877806785617022,-0.05765661779725628,0.20521194720628544,0.12259479993380296,-0.2601843971632123
5274,-0.0024366411070902982,-0.0982819387657311,,0.0884510934174948,0.08489873087390654,0.15437608855024165,-0.03549755389117526,-0.5884930984144688,-0.058609906643776744,0.2068054880540492,0.12370856286140841,-0.25769791067672576
5275,-0.0028841900446844315,-0.10394657428818654,,0.08419577426855873,0.08332527929330291,0.15200517179576312,-0.040688988024854655,-0.5882554558289176,-0.06389408483118075,0.20669908243583246,0.11781496617456544,-0.261924636589807
5276,-0.008377799647212858,-0.1115260720552923,,0.09926168763955678,0.07375658463463386,0.14569768165121633,-0.05505309389961255,-0.5746866482472802,-0.06988393875209009,0.1974427785737195,0.1130643723503374,-0.2748752085734031
5277,0.00035813076471880034,-0.09656463103521928,,0.08279601045959384,0.08224434810895842,0.15092097755092904,-0.04136972078903178,-0.5849484010796804,-0.06988393875209009,0.19101224937279182,0.12535751655837524,-0.25900050156296195
5278,0.0018388354627053571,-0.10122807191974692,,0.07855172845063374,0.08623921185556993,0.15932213270976348,-0.039917873716923236,-0.5810537667279527,-0.06988393875209009,0.1863438143595293,0.126314912441573,-0.25347922842233184
5279,0.0018514380159826427,-0.10053039619267312,,0.07665734057471618,0.0823715711164208,0.15720404957500034,-0.04460284948429005,-0.5842779665759172,-0.06988393875209009,0.1895417676694109,0.12695378802055401,-0.25620076118958635
5280,0.00275463238341056,-0.09913970090133084,,0.07665734057471618,0.07980307796573594,0.1590534551232169,-0.04540683726367578,-0.5885908051600439,-0.06988393875209009,0.1954922511461934,0.1290314610267871,-0.2590234731643991
5281,0.005180745262832409,-0.10374046092884515,,0.06550668814292504,0.08421526128483647,0.1656707129315811,-0.03914077042562958,-0.5944013804069933,-0.06988393875209009,0.1910557876413872,0.13351576595952253,-0.2524195974471749
5282,0.002297734792952366,-0.09943563385827991,,0.07198461520626476,0.07906872804680931,0.16380553840453604,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19731573459098928,0.13013738758114424,-0.2577596148839666
5283,0.0012302208396203218,-0.09687508881186291,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19731573459098928,0.1288547196318095,-0.2577596148839666
5284,0.0012302208396203218,-0.09591874317729954,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19731573459098928,0.1288547196318095,-0.2577596148839666
5285,0.0012302208396203218,-0.09759917930386619,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19731573459098928,0.1288547196318095,-0.2577596148839666
5286,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.16498712377041302,0.1288547196318095,-0.2577596148839666
5287,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.16046712770084448,0.1288547196318095,-0.2577596148839666
5288,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.1783679395955916,0.1288547196318095,-0.2577596148839666
5289,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.1946029993565478,0.1288547196318095,-0.2577596148839666
5290,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19581794316539658,0.1288547196318095,-0.2577596148839666
5291,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.1888235184314888,0.1288547196318095,-0.2577596148839666
5292,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.18147501833082447,0.1288547196318095,-0.2577596148839666
5293,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.19776361631223738,0.1288547196318095,-0.2577596148839666
5294,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.2145250953857848,0.1288547196318095,-0.2577596148839666
5295,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5296,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5297,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5298,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5299,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5300,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5301,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5302,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5303,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5304,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5305,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5306,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5307,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5308,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
5309,0.0012302208396203218,-0.09611295223764449,,0.07198461520626476,0.07906872804680931,0.1616778788300679,-0.04140431125020527,-0.5898585824685204,-0.06988393875209009,0.22361694371722407,0.1288547196318095,-0.2577596148839666
