,BTCUSDT,ETHUSDT,BNBUSDT,DOGEUSDT
5171,0.03099325254110863,-0.42221351078387925,0.09147939007243355,-0.06299123516649374
5172,0.031509160429689875,-0.42121661910451913,0.09147939007243355,-0.0650990340222598
5173,0.03725113848432182,-0.4111339161978552,0.09147939007243355,-0.07321201479149086
5174,0.03725113848432182,-0.42352268975214113,0.09147939007243355,-0.06933720108061148
5175,0.03725113848432182,-0.42205930536570846,0.09147939007243355,-0.07173097726253852
5176,0.03725113848432182,-0.4396809417135841,0.09147939007243355,-0.05546232054612055
5177,0.03725113848432182,-0.43375632303212686,0.09147939007243355,-0.060924314173794625
5178,0.04141471120098672,-0.43274128543814205,0.09147939007243355,-0.06137700770027721
5179,0.045475854712477726,-0.43736065675297275,0.09147939007243355,-0.06001954163692891
5180,0.04283760273267456,-0.43724117793216577,0.09147939007243355,-0.06560782135298382
5181,0.043522098894606676,-0.4401523403222113,0.09147939007243355,-0.06290430678404424
5182,0.037997900503829896,-0.433682419777376,0.09147939007243355,-0.06998262003705635
5183,0.03791827949980886,-0.4267027322969553,0.09147939007243355,-0.07536620011781014
5184,0.03744059150968104,-0.4269951663437448,0.09147939007243355,-0.07447374139402607
5185,0.026118602270212787,-0.40236128261716964,0.09147939007243355,-0.08474618444896154
5186,0.019194254269268574,-0.39313458776626065,0.09147939007243355,-0.08887232650613808
5187,0.019194254269268574,-0.39438646859683535,0.09147939007243355,-0.0919542167321431
5188,0.019194254269268574,-0.397050049848116,0.09147939007243355,-0.08858918381334291
5189,0.020991820640949954,-0.39444582024086516,0.09147939007243355,-0.08858918381334291
5190,0.024757348591260553,-0.39155907816132607,0.09147939007243355,-0.08858918381334291
5191,0.020700849813796607,-0.39253858660432817,0.09147939007243355,-0.08858918381334291
5192,0.019147579100284418,-0.3893144682743732,0.09147939007243355,-0.08887882899799171
5193,0.01832652201088858,-0.39221711203368925,0.09147939007243355,-0.09423571331824643
5194,0.021137709672802263,-0.3963569021559574,0.09147939007243355,-0.09653986078368415
5195,0.01224906996676145,-0.42300479285586157,0.09147939007243355,-0.10386744699058081
5196,0.028557367320670712,-0.4039184842179936,0.09147939007243355,-0.08347092723590954
5197,0.02717979523714731,-0.4039184842179936,0.09147939007243355,-0.08521816078279354
5198,0.021937467782627174,-0.40880814057721715,0.09147939007243355,-0.08507281194558425
5199,0.029919681562630696,-0.39476563512969354,0.09147939007243355,-0.08158393274802644
5200,0.027930917859961713,-0.39639471906944124,0.09147939007243355,-0.08493914791943402
5201,0.03686476310508868,-0.3909294213183455,0.09147939007243355,-0.08217671698020756
5202,0.03773683956735041,-0.39218601240917483,0.09147939007243355,-0.08246830467520694
5203,0.03231998283553528,-0.40114525147433955,0.09147939007243355,-0.08771535321040591
5204,0.0302696135509396,-0.40016324890327826,0.09147939007243355,-0.09496488199103525
5205,0.024736236972229375,-0.41172056784357935,0.09147939007243355,-0.09381330577108404
5206,0.018930237872787026,-0.42176774126627326,0.09147939007243355,-0.09914548620054087
5207,0.016037538924403738,-0.4346420014919228,0.09147939007243355,-0.09971888069595358
5208,0.017969026899818052,-0.4353961189154891,0.09147939007243355,-0.09112289215727154
5209,0.019603217609873935,-0.43785809632051886,0.09147939007243355,-0.11265468406478596
5210,0.0178931237485509,-0.4344155074013879,0.09147939007243355,-0.1060059360098985
5211,0.02189229811255322,-0.4374382700685451,0.09147939007243355,-0.10301533504151339
5212,0.020212808608283228,-0.43858533007880507,0.09147939007243355,-0.10344384525434014
5213,0.02073434459642165,-0.44383670351493465,0.09147939007243355,-0.10215886524291795
5214,0.021152653593083715,-0.44426599263535604,0.09147939007243355,-0.09958559862390437
5215,0.020393342322919894,-0.4430298054313446,0.09147939007243355,-0.10073222324766806
5216,0.022738523708042746,-0.43588823498315143,0.09147939007243355,-0.09658046948961507
5217,0.021865655645075255,-0.43786643961613025,0.09147939007243355,-0.09672423027167376
5218,0.02138642862530593,-0.44049494428902736,0.09147939007243355,-0.10161139427914812
5219,0.0224781976363273,-0.4378150724568107,0.09147939007243355,-0.10547350270426625
5220,0.021808596243556355,-0.43768071881465875,0.09147939007243355,-0.10418114199203188
5221,0.02103583207909132,-0.43707896730881945,0.09147939007243355,-0.10375091110145396
5222,0.019642479621312603,-0.44021814328973885,0.09147939007243355,-0.10203072761521559
5223,0.020616038452697327,-0.44074844322971596,0.09147939007243355,-0.1037479571515636
5224,0.02254349369434072,-0.44554699724988966,0.09147939007243355,-0.1050380947662426
5225,0.02144613556244168,-0.445154465891321,0.09147939007243355,-0.11135358206350099
5226,0.023725438882785554,-0.4413302509388163,0.09147939007243355,-0.11019801366829673
5227,0.023781536717409124,-0.4410618838359558,0.09147939007243355,-0.10976517569397837
5228,0.02338887390257771,-0.4406536086818319,0.09147939007243355,-0.11120734471618776
5229,0.023621974135677903,-0.43954005539743257,0.09147939007243355,-0.11106291952843483
5230,0.023621974135677903,-0.43728630788703726,0.09147939007243355,-0.11322898451038443
5231,0.023621974135677903,-0.42361654188401376,0.09147939007243355,-0.12003072112398783
5232,0.023621974135677903,-0.41254455324596906,0.09147939007243355,-0.13460160849102853
5233,0.023621974135677903,-0.41538692432200097,0.09147939007243355,-0.12794775665012936
5234,0.023621974135677903,-0.42082284195382647,0.09147939007243355,-0.12368806217304351
5235,0.023848209620713767,-0.4196596372060519,0.09147939007243355,-0.12471190303892032
5236,0.025614986384553284,-0.42503681184242414,0.09147939007243355,-0.12500472880758806
5237,0.024878253034073095,-0.4211478997222802,0.09147939007243355,-0.12207561340044093
5238,0.023253405499659485,-0.419850666755901,0.09147939007243355,-0.12090738910137555
5239,0.02296201626888361,-0.41841248480805593,0.08849018976387102,-0.12046981617255403
5240,0.026753320616709764,-0.42226388828559436,0.09127820450509838,-0.12484363159754297
5241,0.02443147431246062,-0.42517105552515566,0.08890015964360343,-0.12367215700389833
5242,0.023599810113209663,-0.42562249865817103,0.0783525833419878,-0.11913800459787227
5243,0.021816045848533805,-0.42992114790857927,0.078289133578338,-0.11593474309525154
5244,0.025160077186884622,-0.43914378593777237,0.07004118763410694,-0.11259657183255212
5245,0.026852490759089354,-0.4388860373714989,0.06758704548264216,-0.11187329684340108
5246,0.025400597680643844,-0.4375735245539909,0.054342012370059534,-0.11187329684340108
5247,0.021224663180068326,-0.43389483222057346,0.05558105459042317,-0.11620981028659283
5248,0.024175284809558883,-0.4382348748554562,0.05790714087271698,-0.12042003096022802
5249,0.03089538879569398,-0.4350979832511853,0.05781431334626108,-0.12692574152839342
5250,0.029707530770550994,-0.4373541585080736,0.05524584668990962,-0.12333481937958557
5251,0.027441022098785517,-0.43711982927550186,0.05605249846454352,-0.12333481937958557
5252,0.03172089374582354,-0.4292247841776924,0.05719950075854807,-0.12953346432696922
5253,0.03374205139612019,-0.4316247190947117,0.058004578944025664,-0.12652486833843046
5254,0.03374205139612019,-0.4390573679952505,0.06159357680919075,-0.11962732558803535
5255,0.0366342399048355,-0.44183907446066406,0.05666093815580109,-0.1165886915263945
5256,0.03301283433330948,-0.43740182273196015,0.06892973637124877,-0.12253934464685878
5257,0.031301131533084114,-0.4411808465134447,0.06755245237528862,-0.12152938937344948
5258,0.027932169922875727,-0.4331765650168028,0.07187389408179845,-0.1307726013896251
5259,0.02774324844980336,-0.43593043765019357,0.06564849812830575,-0.13020019154417573
5260,0.026219283565388607,-0.43461990600728995,0.06435876989246991,-0.1316320357595251
5261,0.022511611040742285,-0.44131006125394934,0.057163861673670935,-0.13606440636289951
5262,0.009725754913652351,-0.44694003826971307,0.0528899660177804,-0.14218540280418068
5263,0.0063145413396367145,-0.4466168283333162,0.054349065631727034,-0.1402046444566991
5264,-0.007283925681139336,-0.4701668208278026,0.04661671457081196,-0.14913574737702784
5265,-0.005998706530544795,-0.46754956612492315,0.050483433599298744,-0.1437964190083333
5266,-0.0046786238385723156,-0.4698796061088617,0.05409222814061787,-0.14648041392286915
5267,-0.008935075022397765,-0.4791160349906163,0.04870508423996045,-0.14915722429198708
5268,-0.007171829989285228,-0.468963410179301,0.04483017127413824,-0.14803315516173565
5269,-0.008444769858425238,-0.4726216902895475,0.05378647536629477,-0.16280316500840886
5270,-0.008080351953910991,-0.4764600460734665,0.060419873613617114,-0.15393152652767694
5271,-0.0017669957256857272,-0.4869042451656632,0.06501461722692348,-0.13742803002418047
5272,0.0004050231679604277,-0.4909558396004967,0.06772264283007468,-0.13216636904579604
5273,-0.0005517427126819907,-0.4909558396004967,0.0711477230571792,-0.13602626897431647
5274,0.001522746908608874,-0.4909558396004967,0.07210101190369966,-0.1316115723067003
5275,0.0010751979710147408,-0.4909558396004967,0.07738519009110367,-0.1331850238873039
5276,-0.004418411631513686,-0.4909558396004967,0.08337504401201301,-0.14275371854597296
5277,0.004317518780417973,-0.4759943985804237,0.09865543771758456,-0.1342659550716484
5278,0.0057982234784045295,-0.48065783946495133,0.09905648661470012,-0.1302710913250369
5279,0.005810826031681815,-0.47996016373787753,0.09742078511479257,-0.13413873206418603
5280,0.0067140203991097325,-0.47856946844653525,0.09812945866278211,-0.1367072252148709
5281,0.009140133278531581,-0.47396870841902095,0.09936280844077905,-0.13229504189577035
5282,0.0062571228086515385,-0.4782735354895862,0.09766485832964056,-0.1374415751337975
5283,0.005189608855319494,-0.4808340805360032,0.09766485832964056,-0.14341512085986785
5284,0.007322360020355689,-0.48179042617056655,0.09766485832964056,-0.14610139259746135
5285,0.007003966066489342,-0.4801099900439999,0.09766485832964056,-0.15244657026243613
5286,0.007837921024540173,-0.4801099900439999,0.09766485832964056,-0.1845328810372714
5287,0.0068355009560064905,-0.478968867471696,0.09766485832964056,-0.1781522131035218
5288,0.010841165871242398,-0.4848139639915896,0.09766485832964056,-0.15984370101170586
5289,0.023693176337953425,-0.5057055412802594,0.09766485832964056,-0.1538590106846356
5290,0.02902023652521024,-0.5177788231593765,0.09766485832964056,-0.14321773373140123
5291,0.0325463568074712,-0.5120275021072058,0.09766485832964056,-0.13048068306624416
5292,0.03332888997913841,-0.5139654866033299,0.09766485832964056,-0.12431669224055608
5293,0.04090647307006934,-0.5019615009049534,0.09766485832964056,-0.13699656116775372
5294,0.0400609812756757,-0.501041957947466,0.09766485832964056,-0.14868487285606546
5295,0.04098373828299706,-0.5008697560793727,0.09766485832964056,-0.14897688628868322
5296,0.04097940208922124,-0.5030078026175191,0.09766485832964056,-0.142258615513161
5297,0.04175124123447438,-0.5060717242000907,0.09766485832964056,-0.14312906379402568
5298,0.04170350646620513,-0.503974297240769,0.09766485832964056,-0.14545228145047995
5299,0.041564648314146635,-0.5027901646179153,0.09766485832964056,-0.14938184046663472
5300,0.038353999372576,-0.5077575623653962,0.09766485832964056,-0.14105337757943426
5301,0.03596669361147098,-0.513720827238168,0.09766485832964056,-0.13540202270332924
5302,0.03673899433415473,-0.5122139289274187,0.09766485832964056,-0.14015706593099486
5303,0.03757665992423387,-0.5116971694789418,0.09766485832964056,-0.14131531118942853
5304,0.0539464406521446,-0.4936129881436031,0.09766485832964056,-0.16407223248236957
5305,0.0491400579164607,-0.4987468392499539,0.0910529255143987,-0.15621106368972648
5306,0.04787643792940299,-0.4986754038751564,0.10895287259281605,-0.15547522851680506
5307,0.05003803829971354,-0.4921624136148749,0.1107913409584812,-0.1581222873403345
5308,0.04632691104480979,-0.4983166100937396,0.10510699672221568,-0.15325646604868015
5309,0.04811893197352135,-0.49816771637407675,0.10223352424124055,-0.15604443376694865
5310,0.04681727520031975,-0.4982332393666906,0.09618818419086284,-0.15678016066512412
5311,0.0456176433782316,-0.5018665490735836,0.08877080812676674,-0.15354057886568373
5312,0.03965717072320696,-0.511629102411546,0.09150466130642443,-0.14869689766797356
5313,0.04037182768786396,-0.5103067087026137,0.0947132840907613,-0.1505958167448066
5314,0.041113001863795295,-0.5065402525259198,0.08627525671405012,-0.15293739438274023
5315,0.03877505335938847,-0.5143379380310859,0.0866534715400713,-0.14662963437100485
5316,0.0015416783382919963,-0.5825790386108011,0.12499625666924596,-0.11324771017275415
5317,-0.0002731885506088716,-0.5792099105784488,0.13761876478588286,-0.10986218330013475
5318,-0.0008978710036952053,-0.5710724042210219,0.1316258962993817,-0.11354229653438797
5319,-0.0003311382182035194,-0.5710724042210219,0.13826813857740283,-0.1163627731949437
5320,0.0010864971659756417,-0.5674193914381993,0.1392876288322753,-0.11073768530294525
5321,0.0029779692573674854,-0.5691679011069113,0.1415387994409918,-0.11045483987797011
5322,0.016251731718514573,-0.5581442447002632,0.15615929822261698,-0.09927928463677616
5323,0.014585559674592186,-0.5609074374288198,0.1574720748979338,-0.1017113304164613
5324,0.0037120839293421914,-0.5738163053315549,0.15637156132493313,-0.11270034140547247
5325,0.0009695703633209041,-0.5738163053315549,0.15169952028425893,-0.11608825783686727
5326,0.0057673255650646515,-0.5738163053315549,0.157595997594979,-0.11243040752735667
5327,0.010260943871839179,-0.5738163053315549,0.15273465292869948,-0.11864334172673552
5328,0.014462957998292114,-0.5738163053315549,0.1421157762780576,-0.12986983625381943
5329,0.03055180436811089,-0.5738163053315549,0.13781049252071909,-0.1307024757209302
5330,0.023539445751260768,-0.5883284486271652,0.1469237487111381,-0.12182837699658189
5331,0.025876915347665896,-0.5883284486271652,0.14347484691407875,-0.12700465007996187
5332,0.033999907734673984,-0.5883284486271652,0.14226886524500015,-0.12937069044182692
5333,0.035452305006125284,-0.5883284486271652,0.14187739331052662,-0.13048149299667278
5334,0.034926778257221236,-0.5883284486271652,0.14136566879892243,-0.12923322669986292
5335,0.030671441763634788,-0.5883284486271652,0.14726253383291965,-0.11951235459876575
5336,0.03421224284429536,-0.5883284486271652,0.14729279834475306,-0.12301817425940231
5337,0.030590118517325293,-0.5883284486271652,0.1522865939320538,-0.11742845933486346
5338,0.03241595201441039,-0.5883284486271652,0.1508873969494523,-0.1185526864287364
5339,0.035501135776945136,-0.5883284486271652,0.1490649074287672,-0.12557121534507554
5340,0.047897611153055686,-0.5883284486271652,0.13893817163348487,-0.16278894603924898
5341,0.04229233825312173,-0.5883284486271652,0.13521623622707346,-0.14504939490364888
5342,0.03575308452117454,-0.5883284486271652,0.12542472019911488,-0.134924890867529
5343,0.02703235558065542,-0.5883284486271652,0.1140150996070316,-0.12303822880809567
5344,0.027365187611423814,-0.5883284486271652,0.11946259437497442,-0.12737449961520164
5345,0.02705690719956122,-0.5888601842966257,0.11875856303027443,-0.12542463889096767
5346,0.03505329115748357,-0.5812567219587583,0.12086917113011542,-0.11914498496967263
5347,0.03205843584668966,-0.5875663720117807,0.12194203383434254,-0.12181314955329858
5348,0.033008311330403384,-0.5862385886723003,0.12194203383434254,-0.12307365375497925
5349,0.03215261058590235,-0.5874909434149361,0.12194203383434254,-0.12097545820315381
5350,0.044184054524669336,-0.57389270523239,0.12194203383434254,-0.11382659361105962
5351,0.04259271143109833,-0.5776956567928285,0.12194203383434254,-0.11368541049656
5352,0.04120877016707081,-0.5804412869309082,0.12194203383434254,-0.11594465929633413
5353,0.04359287391524924,-0.5778358351158475,0.12194203383434254,-0.11749439161529718
5354,0.03931132100479784,-0.5659024450328511,0.12194203383434254,-0.11424901275259092
5355,0.03921963714740795,-0.5653924635919696,0.12194203383434254,-0.11087348532643049
5356,0.04244077917351874,-0.5721502145115702,0.12194203383434254,-0.11423765689918075
5357,0.04177189403781856,-0.5707164582818731,0.12194203383434254,-0.11423765689918075
5358,0.04150034108917133,-0.5716251409561472,0.12194203383434254,-0.11705059642098092
5359,0.0417634671098287,-0.5733595537146569,0.12194203383434254,-0.11535807173832935
5360,0.03992624498967434,-0.5741276232117036,0.12194203383434254,-0.11465404470369123
5361,0.042528189336511146,-0.5710741880971999,0.12194203383434254,-0.10564883856889451
5362,0.03304030162236604,-0.581300596011964,0.12194203383434254,-0.12517191763736468
5363,0.029805255287067012,-0.5840931910963559,0.12194203383434254,-0.12915428145474495
5364,0.03423829900051223,-0.577598154739145,0.12194203383434254,-0.12515599500608
5365,0.03624098327060532,-0.5759064044159569,0.12194203383434254,-0.12032026751354674
5366,0.03558595318540936,-0.5772394615780853,0.12194203383434254,-0.1207448959636529
5367,0.04258592377376835,-0.5686135455398377,0.12194203383434254,-0.11748802822080384
5368,0.04302403164844437,-0.570474770890465,0.12194203383434254,-0.11819374452285036
5369,0.04366630847809916,-0.5678494057428477,0.12194203383434254,-0.11367397051155093
5370,0.04863867495776375,-0.5610950696909204,0.12194203383434254,-0.10720602900423926
5371,0.0465608627571491,-0.5535068633335735,0.12194203383434254,-0.1062281022090451
5372,0.04452874621050562,-0.5505204088523336,0.12194203383434254,-0.10148281260681202
5373,0.04911755051927302,-0.555367362158981,0.1267064269121405,-0.10634459896602866
5374,0.043997218569065466,-0.5600193720458029,0.1239576468763135,-0.10187782062990347
5375,0.037222777326300194,-0.5738538042954131,0.11407068473013426,-0.10660266776720217
5376,0.03390550413306592,-0.5795092656216623,0.11004482160948037,-0.11019879501478169
5377,0.03707285467498933,-0.5823845951923441,0.1125252233733216,-0.11557365719780266
5378,0.042373128855198616,-0.574691542884683,0.10899490871484119,-0.11927482237943388
5379,0.04684711167251099,-0.5653534031311047,0.10406985518165057,-0.11667990295851072
5380,0.04424084371911707,-0.5678128547385142,0.10732698586260392,-0.11353051229713873
5381,0.04503771126112455,-0.5669341068788929,0.09764582290145063,-0.14004150130812765
5382,0.04746260631053323,-0.5613250923195368,0.10342302262317726,-0.12866722056411584
5383,0.050550804604516775,-0.5613250923195368,0.10673911632564148,-0.12149342522031503
5384,0.0573691436978202,-0.5574008507305949,0.11180611672245488,-0.1146767926368113
5385,0.05034005186468227,-0.5642387241972305,0.10281700796344273,-0.12057933210146476
5386,0.053726281468957304,-0.5603457679992345,0.09795201161218992,-0.11648544563858276
5387,0.05621332556192138,-0.5563874283947674,0.0955615492544073,-0.11525223105924587
5388,0.05590218169882466,-0.5534761322635677,0.0993650931913771,-0.11868205682409694
5389,0.05523506756091601,-0.5522890177600595,0.1014559389233246,-0.11786171227938824
5390,0.05493240783633635,-0.5541957159858693,0.10385482146917668,-0.11950374840418287
5391,0.053112910181239426,-0.5572143781834351,0.10583333180308829,-0.12005019649161464
5392,0.054231195368450114,-0.5581102055403921,0.10525385150541833,-0.12878859081165828
5393,0.05065603111518946,-0.5632440319758272,0.10372978651928733,-0.13027749173206982
5394,0.05546836240877839,-0.5550798682523282,0.11027329323018598,-0.1254119693641823
5395,0.057697975765185205,-0.5508330483235456,0.11771769001959842,-0.11902870167438195
5396,0.0541677246704384,-0.558329603960145,0.11166812058844311,-0.1240861100942835
5397,0.05372237772882782,-0.5567962009114381,0.11191355700507133,-0.1201421416460311
5398,0.05832905414248124,-0.5525413960030549,0.11415371412294051,-0.11372488331724906
5399,0.05604787876276407,-0.5552012663470175,0.11064753217055079,-0.1155113337776037
5400,0.05314149700337967,-0.556517586702071,0.11771543340511881,-0.1197637343263005
5401,0.050133333738073604,-0.555616009697825,0.1208721344992375,-0.1305546098897481
5402,0.04967349252572051,-0.5558072335303532,0.12056662307311028,-0.126365420700559
5403,0.050922221425456105,-0.5566175736718859,0.11888579671775301,-0.13097934389230803
5404,0.05086520493547253,-0.5536959684009071,0.11958987116597286,-0.1477293101222149
5405,0.051447554451063526,-0.55339461381203,0.12194533155141185,-0.17151036499135264
5406,0.05519602819953717,-0.5537410671839251,0.11703185152577644,-0.18565518720780727
5407,0.04688367848073782,-0.5653658224918607,0.1166066814577491,-0.16914846935751937
5408,0.05574679480712885,-0.5571542975794338,0.119945883691979,-0.20844068897760804
5409,0.05574679480712885,-0.5617718141259517,0.11656503573876253,-0.19629747415537457
5410,0.06080058737522365,-0.5560252028339102,0.12139155427077242,-0.18945423502218484
5411,0.06302336043700218,-0.552193689260836,0.12325221800918129,-0.1840950414532172
5412,0.06441212488463244,-0.550257994547545,0.1309837829634949,-0.18589106454494275
5413,0.06674082664359748,-0.5458098559147305,0.1396687229080591,-0.1764148191870224
5414,0.0651506700806247,-0.5482892742128377,0.13519500599492384,-0.1819739659226397
5415,0.06473437583405628,-0.5493543014442211,0.138009555048493,-0.22298707983367072
5416,0.0732526178451447,-0.5276377510832031,0.15404503781887857,-0.2102663190580748
5417,0.07693113063970336,-0.5183964833853766,0.15404503781887857,-0.19625581117716417
5418,0.07449451365524395,-0.5217882889496025,0.15404503781887857,-0.2055174199059131
5419,0.07445743526741233,-0.5224726522843183,0.15404503781887857,-0.21129994661867246
5420,0.07338632155633285,-0.5177423764465464,0.15404503781887857,-0.2190489779897511
5421,0.072102360371467,-0.5135655039442905,0.15404503781887857,-0.21272378885419363
5422,0.0755629661829832,-0.5215917960848917,0.15404503781887857,-0.22483062859458303
5423,0.07361219329748903,-0.520126780451156,0.15404503781887857,-0.23148989607516024
5424,0.06976763844672262,-0.508982069794931,0.15404503781887857,-0.22426216117377606
5425,0.059713307334472554,-0.5172740370155884,0.15404503781887857,-0.21944972287170295
5426,0.048533046948887715,-0.5310597625280533,0.15404503781887857,-0.23284091939991125
5427,0.05062072123958028,-0.5242981397385839,0.15404503781887857,-0.2157113464156949
5428,0.05062072123958028,-0.5224099222159252,0.15404503781887857,-0.2077442108499038
5429,0.049425054625249154,-0.528751201065717,0.15404503781887857,-0.20159538414642797
5430,0.021589504443870755,-0.5610356330546696,0.16992593111912668,-0.1744489194999631
5431,0.017086904876717268,-0.5645559285286503,0.17203763056441146,-0.16056183319237083
5432,0.01784489711354409,-0.562128820735581,0.17140593857742437,-0.16674767157089165
5433,0.023121854123823393,-0.5594870001377839,0.168312601877194,-0.15906656973007582
5434,0.027178850787150655,-0.5611999209034123,0.1690678175856808,-0.1539410604647321
5435,0.018244168386866932,-0.569438147323457,0.17423235860284336,-0.16479357092498326
5436,0.014104733929299229,-0.576702505409222,0.17799925423767604,-0.17246045790449416
5437,0.02265613423676527,-0.5562049356982984,0.1649718012636039,-0.15048097209125322
5438,0.02090402279750725,-0.5562049356982984,0.1671046662030682,-0.15595542464599765
5439,0.025543026946884817,-0.5485013426162829,0.1710023213234555,-0.1431113879487501
5440,0.026757310891077468,-0.5426099652132897,0.1714093599608153,-0.12939503184108958
5441,0.021118151113508676,-0.5558125694204851,0.16618260649457006,-0.13718160319671902
5442,0.02042948302248837,-0.5593085214759997,0.1682276606098484,-0.1376962050235555
5443,0.01562624156100767,-0.562948625931171,0.16364352923994652,-0.14593407347509368
5444,0.01895926898443967,-0.5558006631005777,0.1667662621043442,-0.14671278859514547
5445,0.01742509941088899,-0.5556955189216225,0.1685586022087402,-0.1471024495900799
5446,0.016821315140926663,-0.5600375169766597,0.1714149379380474,-0.15554839553602584
5447,0.020342045786282847,-0.5576775446416599,0.16628398855502047,-0.15934868383375866
5448,0.021521193146487372,-0.5590312021505086,0.16061551591088152,-0.1938134357919833
5449,0.020953049028645254,-0.5590312021505086,0.16335592448088654,-0.18548430908829816
5450,0.01829328695494359,-0.5550838822700349,0.17253653901998223,-0.1865023798442157
5451,0.019828496933392503,-0.5535918187779715,0.17001526577699444,-0.1755469658314769
5452,0.014590197947404127,-0.5449122015713457,0.17545380711619596,-0.178571159379864
5453,0.014164250213696716,-0.5445273394802617,0.17576989271217547,-0.1812253555375991
5454,0.016236408098758703,-0.5494896940319385,0.17415734647004066,-0.15372567235422552
5455,0.01907556427319368,-0.5528738247998595,0.1712531227185411,-0.14509222390824617
5456,0.015916019746480936,-0.5492518660785223,0.17389712649568922,-0.09190073454654413
5457,0.012100037662829521,-0.5565753389800759,0.1699206068971284,-0.069841057314453
5458,0.014900250379284996,-0.5541184663411833,0.17469867806524098,-0.05461897393378734
5459,0.013862845474734709,-0.5634510934598274,0.17242451508356071,-0.04296826450940161
5460,0.01817880537001948,-0.5547924941588125,0.17677343730718353,-0.05732400680632033
5461,0.01957492799473004,-0.5501977622201322,0.17955877629559902,-0.06514819274579797
5462,0.027105275420431285,-0.5465762693780314,0.1802253160023215,-0.03318107321160457
5463,0.019673843245957112,-0.5535146723711517,0.17743033426498633,-0.028345597330014627
5464,0.023408201434542253,-0.5535146723711517,0.1824662827019421,-0.026686436391403556
5465,0.021202050264861994,-0.5535146723711517,0.18157496036158416,-0.037845030883331465
5466,0.02230479412639419,-0.5535146723711517,0.18437376450890297,-0.030214131611201678
5467,0.01826253297869418,-0.5535146723711517,0.1787285517768753,-0.036602396132673576
5468,0.01638123061577834,-0.5535146723711517,0.17327360267916214,-0.0440080620548553
5469,0.017674805305111785,-0.5535146723711517,0.17434605639016731,-0.04529160931273157
5470,0.021740219618044176,-0.5535146723711517,0.17163046701254248,-0.05111843602290511
5471,0.021459135724990364,-0.556053380996882,0.17197875564883425,-0.05586875464183705
5472,0.015092487232770346,-0.5659852493396513,0.17732787256976856,-0.042031116265453194
5473,0.017797239929187803,-0.5617834134118427,0.17458883658450264,-0.03431362328135601
5474,0.015874958599136346,-0.5617834134118427,0.17610417943082168,-0.03407794098109673
5475,0.014999079070109222,-0.5634321918889422,0.17771179511610724,-0.035492368138098085
5476,0.012715450768120307,-0.5657113580939721,0.18192894696504502,-0.050911388853729145
5477,0.008582686763912828,-0.5782024753462423,0.18898024910550693,-0.058098128160556595
5478,-0.0016818560519423764,-0.5925098765149572,0.1889491294191934,-0.0605149770499569
5479,0.023925750817191616,-0.5925098765149572,0.1719572519100907,-0.025842187153286456
5480,0.023038234097386145,-0.5925098765149572,0.17233715503479385,-0.027388333680403387
5481,0.022084264195766923,-0.5954085503451354,0.17341313845199058,-0.0324946155946656
5482,0.023406793375378987,-0.5896173715702822,0.16620547556829324,-0.028005012570090915
5483,0.025479397583648367,-0.5884247022272087,0.16458153033664225,-0.023495162107237788
5484,0.028592654412592067,-0.5858392765648599,0.15555556873684628,-0.017176611797271146
5485,0.039034984941300976,-0.5658237772462954,0.14599681620232863,-0.03337337244514149
5486,0.04210123821894629,-0.5598682798640965,0.15048112113506407,-0.047153860250019664
5487,0.040332077306693304,-0.5640269912122212,0.14790245551292025,-0.04220765028340656
5488,0.039361398644091716,-0.5686656764263439,0.14891173436690042,-0.030149080085301483
5489,0.03711007006118994,-0.5749960639178463,0.144520919301526,-0.021881602881653972
5490,0.037988119257519104,-0.5742502751922263,0.14186556487647506,-0.027790200494098305
5491,0.03065039181996443,-0.5805293110005777,0.14784043811227265,-0.035917323250042044
5492,0.035910722309682286,-0.5736391401069237,0.14231701228863214,-0.03139243637221378
5493,0.03296513235803433,-0.5796119193681368,0.1530123722472725,-0.05488890581462913
5494,0.033659755460684226,-0.5854411427002557,0.15497206784122364,-0.05725768776201734
5495,0.033441229610361445,-0.5825641374111605,0.15111043220945342,-0.055133218879238055
5496,0.038159848225119086,-0.5755340591476825,0.1544030157465357,-0.046653358547525836
5497,0.03888073957101024,-0.5701669743791551,0.15280034681214705,-0.04257273532507011
5498,0.038522684831260756,-0.5728819796313974,0.1528656571997643,-0.048730370793050426
5499,0.037333005618239934,-0.5748049422902713,0.1528003425464216,-0.047243381945466734
5500,0.034993504768676686,-0.57718621681334,0.15394327432972177,-0.05738938540995575
5501,0.03554979729296104,-0.5771156930386906,0.15100094400410402,-0.04551438540995589
5502,0.03418549997023412,-0.5799201715250317,0.15250038986106984,-0.04502025322959746
5503,0.03642960170855647,-0.5766998224000202,0.14806058834631408,-0.04267428459149414
5504,0.038519122058946365,-0.5746556088257913,0.14539548174204986,-0.04390611509161735
5505,0.04144005641680992,-0.5707053923755749,0.14361266164480513,-0.041562750513423063
5506,0.0435914261080077,-0.5750928229797898,0.14733374237607855,-0.04931468849791909
5507,0.04137576564945111,-0.5687371201711537,0.15061402818315894,-0.04844663294236351
5508,0.039909009985436006,-0.5584729854678345,0.1534627543493563,-0.03729559837415641
5509,0.04480801575047044,-0.5712420245417331,0.15798194476867267,-0.04746592063858479
5510,0.04592147797807755,-0.5745322079290038,0.1719577546198352,-0.05006557401813416
